Soil_moisture,Soil_humidity,rainfall,Temperature,Vegetation,Soil_type,Status
18,59,,35,Grass,Loam Soil,0
56,31,,23,Grass,Loam Soil,0
62,40,,4,Grass,Loam Soil,0
77,49,,30,Grass,Loam Soil,1
20,22,,9,Grass,Loam Soil,1
42,28,,39,Grass,Loam Soil,1
29,48,,29,Grass,Loam Soil,0
22,42,,29,Grass,Loam Soil,1
18,38,,31,Grass,Loam Soil,0
55,24,,45,Grass,Loam Soil,1
17,68,,45,Grass,Loam Soil,1
35,65,,41,Grass,Loam Soil,1
70,29,,4,Grass,Loam Soil,0
15,28,,25,Grass,Loam Soil,1
38,25,,37,Grass,Loam Soil,1
69,44,,22,Grass,Loam Soil,1
21,69,,18,Grass,Loam Soil,1
25,41,,2,Grass,Loam Soil,0
63,65,,38,Grass,Loam Soil,0
48,43,,15,Grass,Loam Soil,1
26,48,,34,Grass,Loam Soil,1
71,55,,37,Grass,Loam Soil,1
36,68,,24,Grass,Loam Soil,1
53,39,,43,Grass,Loam Soil,1
32,52,,15,Grass,Loam Soil,0
47,67,,31,Grass,Loam Soil,1
82,56,,34,Grass,Loam Soil,0
25,47,,12,Grass,Loam Soil,0
87,51,,30,Grass,Loam Soil,0
81,50,,34,Grass,Loam Soil,1
16,59,,26,Grass,Loam Soil,0
23,50,,42,Grass,Loam Soil,1
8,62,,0,Grass,Loam Soil,1
32,50,,36,Grass,Loam Soil,1
26,70,,26,Grass,Loam Soil,1
86,54,,36,Grass,Loam Soil,1
48,34,,32,Grass,Loam Soil,0
53,51,,4,Grass,Loam Soil,0
14,28,,45,Grass,Loam Soil,1
77,63,,36,Grass,Loam Soil,0
43,24,,12,Grass,Loam Soil,1
30,21,,6,Grass,Loam Soil,0
34,45,,29,Grass,Loam Soil,1
63,32,,17,Grass,Loam Soil,0
40,34,,35,Grass,Loam Soil,1
83,28,,25,Grass,Loam Soil,0
47,29,,33,Grass,Loam Soil,1
18,51,,6,Grass,Loam Soil,0
16,32,,5,Grass,Loam Soil,0
2,29,,10,Grass,Loam Soil,1
41,57,,42,Grass,Loam Soil,1
36,30,,12,Grass,Loam Soil,0
82,54,,35,Grass,Loam Soil,0
48,40,,5,Grass,Loam Soil,0
32,66,,20,Grass,Loam Soil,1
70,45,,15,Grass,Loam Soil,0
39,55,,0,Grass,Loam Soil,0
39,31,,9,Grass,Loam Soil,1
84,26,,2,Grass,Loam Soil,0
36,32,,35,Grass,Loam Soil,1
75,39,,37,Grass,Loam Soil,0
88,59,,5,Grass,Loam Soil,0
58,51,,35,Grass,Loam Soil,1
64,29,,28,Grass,Loam Soil,0
44,42,,1,Grass,Loam Soil,0
87,35,,23,Grass,Loam Soil,0
48,54,,6,Grass,Loam Soil,0
35,43,,20,Grass,Loam Soil,1
49,36,,40,Grass,Loam Soil,1
11,57,,32,Grass,Loam Soil,1
29,64,,36,Grass,Loam Soil,1
87,51,,0,Grass,Loam Soil,0
43,24,,25,Grass,Loam Soil,1
90,36,,35,Grass,Loam Soil,1
67,45,,18,Grass,Loam Soil,1
16,51,,22,Grass,Loam Soil,0
24,31,,18,Grass,Loam Soil,1
2,38,,36,Grass,Loam Soil,1
30,70,,43,Grass,Loam Soil,1
13,34,,42,Grass,Loam Soil,1
69,53,,1,Grass,Loam Soil,0
44,39,,0,Grass,Loam Soil,0
68,21,,33,Grass,Loam Soil,0
4,37,,7,Grass,Loam Soil,1
27,28,,28,Grass,Loam Soil,0
16,68,,38,Grass,Loam Soil,0
50,22,,22,Grass,Loam Soil,0
10,67,,2,Grass,Loam Soil,1
49,61,,22,Grass,Loam Soil,0
85,54,,38,Grass,Loam Soil,1
50,50,,12,Grass,Loam Soil,0
72,49,,19,Grass,Loam Soil,1
38,46,,10,Grass,Loam Soil,0
24,44,,19,Grass,Loam Soil,1
32,52,,23,Grass,Loam Soil,1
5,32,,13,Grass,Loam Soil,1
61,53,,32,Grass,Loam Soil,0
13,64,,4,Grass,Loam Soil,1
67,57,,27,Grass,Loam Soil,1
1,36,,33,Grass,Loam Soil,1
28,58,,31,Grass,Loam Soil,1
41,62,,40,Grass,Loam Soil,1
65,55,,2,Grass,Loam Soil,0
76,57,,45,Grass,Loam Soil,0
87,35,,7,Grass,Loam Soil,1
55,32,,14,Grass,Loam Soil,1
62,60,,30,Grass,Loam Soil,0
3,59,,27,Grass,Loam Soil,0
90,40,,15,Grass,Loam Soil,1
50,65,,33,Grass,Loam Soil,1
15,68,,4,Grass,Loam Soil,0
32,66,,27,Grass,Loam Soil,1
67,38,,22,Grass,Loam Soil,0
7,56,,13,Grass,Loam Soil,0
25,57,,33,Grass,Loam Soil,1
81,54,,12,Grass,Loam Soil,0
23,63,,28,Grass,Loam Soil,0
8,68,,27,Grass,Loam Soil,1
16,55,,16,Grass,Loam Soil,1
34,38,,39,Grass,Loam Soil,1
63,48,,16,Grass,Loam Soil,0
46,53,,9,Grass,Loam Soil,0
2,35,,24,Grass,Loam Soil,0
17,36,,1,Grass,Loam Soil,1
82,54,,2,Grass,Loam Soil,0
47,36,,26,Grass,Loam Soil,1
60,62,,27,Grass,Loam Soil,0
7,66,,17,Grass,Loam Soil,1
76,54,,1,Grass,Loam Soil,0
27,45,,43,Grass,Loam Soil,1
89,23,,29,Grass,Loam Soil,0
86,55,,24,Grass,Loam Soil,0
86,34,,24,Grass,Loam Soil,1
75,68,,2,Grass,Loam Soil,0
3,54,,41,Grass,Loam Soil,1
41,58,,23,Grass,Loam Soil,0
20,47,,18,Grass,Loam Soil,0
88,46,,17,Grass,Loam Soil,1
17,27,,40,Grass,Loam Soil,1
54,28,,38,Grass,Loam Soil,1
63,53,,32,Grass,Loam Soil,0
64,28,,29,Grass,Loam Soil,1
11,24,,23,Grass,Loam Soil,0
14,53,,23,Grass,Loam Soil,1
8,65,,5,Grass,Loam Soil,0
81,20,,18,Grass,Loam Soil,0
50,53,,45,Grass,Loam Soil,1
52,59,,0,Grass,Loam Soil,0
73,57,,42,Grass,Loam Soil,0
85,35,,43,Grass,Loam Soil,1
68,54,,11,Grass,Loam Soil,0
49,69,,44,Grass,Loam Soil,1
46,20,,32,Grass,Loam Soil,1
39,29,,29,Grass,Loam Soil,0
46,22,,37,Grass,Loam Soil,1
23,57,,23,Grass,Loam Soil,0
69,26,,43,Grass,Loam Soil,1
74,64,,5,Grass,Loam Soil,1
18,61,,32,Grass,Loam Soil,1
41,37,,40,Grass,Loam Soil,1
12,34,,16,Grass,Loam Soil,1
71,33,,33,Grass,Loam Soil,0
37,33,,45,Grass,Loam Soil,1
48,67,,35,Grass,Loam Soil,0
40,61,,23,Grass,Loam Soil,1
51,56,,19,Grass,Loam Soil,0
49,34,,41,Grass,Loam Soil,1
39,52,,44,Grass,Loam Soil,1
19,41,,26,Grass,Loam Soil,1
25,39,,21,Grass,Loam Soil,1
70,32,,35,Grass,Loam Soil,0
61,26,,18,Grass,Loam Soil,0
18,64,,0,Grass,Loam Soil,0
70,33,,11,Grass,Loam Soil,1
23,27,,38,Grass,Loam Soil,1
59,28,,5,Grass,Loam Soil,0
3,61,,43,Grass,Loam Soil,1
86,43,,3,Grass,Loam Soil,0
3,47,,19,Grass,Loam Soil,0
15,31,,11,Grass,Loam Soil,1
71,39,,31,Grass,Loam Soil,0
24,53,,25,Grass,Loam Soil,1
83,23,,0,Grass,Loam Soil,0
57,40,,24,Grass,Loam Soil,1
35,55,,43,Grass,Loam Soil,1
46,20,,14,Grass,Loam Soil,1
59,34,,41,Grass,Loam Soil,1
1,68,,10,Grass,Loam Soil,1
26,62,,8,Grass,Loam Soil,0
41,61,,0,Grass,Loam Soil,0
33,64,,13,Grass,Loam Soil,1
25,70,,38,Grass,Loam Soil,0
26,31,,16,Grass,Loam Soil,1
37,34,,24,Grass,Loam Soil,0
47,62,,4,Grass,Loam Soil,0
36,42,,44,Grass,Loam Soil,1
49,38,,13,Grass,Loam Soil,1
37,23,,23,Grass,Loam Soil,0
26,67,,26,Grass,Loam Soil,0
32,46,,6,Grass,Loam Soil,1
87,31,,13,Grass,Loam Soil,0
63,67,,3,Grass,Loam Soil,0
27,36,,39,Grass,Loam Soil,1
21,35,,26,Grass,Loam Soil,1
32,24,,31,Grass,Loam Soil,1
74,59,,18,Grass,Loam Soil,0
13,31,,45,Grass,Loam Soil,1
34,39,,5,Grass,Loam Soil,0
63,49,,27,Grass,Loam Soil,1
50,67,,42,Grass,Loam Soil,1
72,32,,30,Grass,Loam Soil,0
56,47,,45,Grass,Loam Soil,0
71,21,,1,Grass,Loam Soil,0
21,55,,44,Grass,Loam Soil,0
76,61,,40,Grass,Loam Soil,0
23,36,,12,Grass,Loam Soil,0
18,41,,24,Grass,Loam Soil,0
26,43,,14,Grass,Loam Soil,1
41,24,,39,Grass,Loam Soil,1
18,46,,39,Grass,Loam Soil,1
25,24,,4,Grass,Loam Soil,0
52,28,,13,Grass,Loam Soil,0
21,21,,41,Grass,Loam Soil,1
29,38,,41,Grass,Loam Soil,1
78,66,,32,Grass,Loam Soil,1
3,67,,16,Grass,Loam Soil,1
22,54,,26,Grass,Loam Soil,1
86,68,,14,Grass,Loam Soil,0
34,48,,3,Grass,Loam Soil,0
13,57,,3,Grass,Loam Soil,1
40,58,,16,Grass,Loam Soil,0
72,31,,44,Grass,Loam Soil,1
52,33,,0,Grass,Loam Soil,0
78,69,,38,Grass,Loam Soil,1
27,49,,5,Grass,Loam Soil,0
41,70,,30,Grass,Loam Soil,1
86,45,,35,Grass,Loam Soil,0
83,54,,28,Grass,Loam Soil,0
37,31,,31,Grass,Loam Soil,1
78,60,,42,Grass,Loam Soil,1
5,54,,36,Grass,Loam Soil,0
84,32,,41,Grass,Loam Soil,1
58,69,,20,Grass,Loam Soil,1
30,63,,1,Grass,Loam Soil,0
22,20,,0,Grass,Loam Soil,0
44,37,,9,Grass,Loam Soil,0
68,56,,37,Grass,Loam Soil,0
14,42,,37,Grass,Loam Soil,1
14,34,,24,Grass,Loam Soil,0
17,35,,4,Grass,Loam Soil,1
14,37,,26,Grass,Loam Soil,1
61,54,,38,Grass,Loam Soil,1
63,43,,29,Grass,Loam Soil,1
79,36,,28,Grass,Loam Soil,1
77,68,,41,Grass,Loam Soil,1
57,56,,42,Grass,Loam Soil,1
82,31,,13,Grass,Loam Soil,0
44,69,,3,Grass,Loam Soil,0
80,64,,30,Grass,Loam Soil,0
16,63,,37,Grass,Loam Soil,1
19,37,,12,Grass,Loam Soil,1
76,51,,25,Grass,Loam Soil,1
5,62,,1,Grass,Loam Soil,0
33,45,,36,Grass,Loam Soil,1
30,62,,12,Grass,Loam Soil,1
83,42,,1,Grass,Loam Soil,0
24,48,,27,Grass,Loam Soil,1
75,64,,12,Grass,Loam Soil,1
38,57,,32,Grass,Loam Soil,1
55,49,,18,Grass,Loam Soil,1
12,39,,27,Grass,Loam Soil,1
64,31,,4,Grass,Loam Soil,0
11,56,,16,Grass,Loam Soil,1
8,20,,29,Grass,Loam Soil,1
66,53,,8,Grass,Loam Soil,0
85,51,,5,Grass,Loam Soil,0
38,56,,3,Grass,Loam Soil,1
24,44,,43,Grass,Loam Soil,1
88,40,,4,Grass,Loam Soil,0
72,44,,2,Grass,Loam Soil,0
15,20,,36,Grass,Loam Soil,1
25,31,,41,Grass,Loam Soil,1
36,38,,26,Grass,Loam Soil,1
55,26,,3,Grass,Loam Soil,0
35,39,,10,Grass,Loam Soil,1
89,41,,1,Grass,Loam Soil,0
11,61,,11,Grass,Loam Soil,1
64,32,,43,Grass,Loam Soil,0
21,37,,39,Grass,Loam Soil,1
37,51,,28,Grass,Loam Soil,1
77,51,,4,Grass,Loam Soil,0
54,39,,16,Grass,Loam Soil,1
60,36,,17,Grass,Loam Soil,1
47,35,,42,Grass,Loam Soil,1
10,58,,39,Grass,Loam Soil,1
39,54,,3,Grass,Loam Soil,1
3,35,,9,Grass,Loam Soil,0
44,23,,30,Grass,Loam Soil,1
6,43,,7,Grass,Loam Soil,0
3,48,,44,Grass,Loam Soil,0
3,62,,37,Grass,Loam Soil,1
26,46,,41,Grass,Loam Soil,1
82,35,,39,Grass,Loam Soil,0
46,29,,30,Grass,Loam Soil,1
63,34,,10,Grass,Loam Soil,0
82,35,,42,Grass,Loam Soil,0
67,63,,11,Grass,Loam Soil,0
90,56,,19,Grass,Loam Soil,0
76,39,,5,Grass,Loam Soil,0
31,66,,14,Grass,Loam Soil,0
81,37,,12,Grass,Loam Soil,0
56,28,,30,Grass,Loam Soil,1
22,22,,14,Grass,Loam Soil,1
38,70,,35,Grass,Loam Soil,1
61,53,,37,Grass,Loam Soil,0
88,31,,31,Grass,Loam Soil,1
59,48,,0,Grass,Loam Soil,0
44,40,,34,Grass,Loam Soil,1
33,55,,16,Grass,Loam Soil,0
70,27,,10,Grass,Loam Soil,0
46,70,,3,Grass,Loam Soil,0
25,61,,1,Grass,Loam Soil,0
77,35,,1,Grass,Loam Soil,0
52,48,,13,Grass,Loam Soil,0
28,54,,35,Grass,Loam Soil,1
64,63,,29,Grass,Loam Soil,0
85,27,,4,Grass,Loam Soil,0
9,47,,9,Grass,Loam Soil,0
24,47,,20,Grass,Loam Soil,0
88,70,,43,Grass,Loam Soil,1
65,35,,19,Grass,Loam Soil,0
88,40,,10,Grass,Loam Soil,0
3,56,,20,Grass,Loam Soil,0
21,43,,25,Grass,Loam Soil,0
41,38,,30,Grass,Loam Soil,1
74,23,,45,Grass,Loam Soil,0
17,43,,36,Grass,Loam Soil,1
62,47,,28,Grass,Loam Soil,0
21,34,,1,Grass,Loam Soil,0
32,56,,23,Grass,Loam Soil,0
33,51,,33,Grass,Loam Soil,1
48,25,,45,Grass,Loam Soil,0
15,63,,36,Grass,Loam Soil,1
68,43,,6,Grass,Loam Soil,0
79,60,,43,Grass,Loam Soil,0
74,49,,31,Grass,Loam Soil,0
32,60,,38,Grass,Loam Soil,1
84,20,,33,Grass,Loam Soil,0
56,48,,23,Grass,Loam Soil,1
69,24,,33,Grass,Loam Soil,0
80,33,,5,Grass,Loam Soil,1
41,52,,6,Grass,Loam Soil,0
12,56,,22,Grass,Loam Soil,1
82,38,,1,Grass,Loam Soil,0
4,32,,13,Grass,Loam Soil,1
39,30,,27,Grass,Loam Soil,0
71,62,,17,Grass,Loam Soil,0
28,42,,29,Grass,Loam Soil,1
76,35,,6,Grass,Loam Soil,0
8,51,,40,Grass,Loam Soil,1
49,46,,19,Grass,Loam Soil,0
20,66,,2,Grass,Loam Soil,0
17,32,,43,Grass,Loam Soil,1
80,21,,0,Grass,Loam Soil,0
50,66,,44,Grass,Loam Soil,1
12,29,,14,Grass,Loam Soil,1
48,56,,34,Grass,Loam Soil,1
14,67,,37,Grass,Loam Soil,0
17,55,,44,Grass,Loam Soil,0
12,60,,29,Grass,Loam Soil,1
80,35,,25,Grass,Loam Soil,1
39,29,,40,Grass,Loam Soil,1
40,68,,34,Grass,Loam Soil,1
30,64,,33,Grass,Loam Soil,1
22,54,,34,Grass,Loam Soil,1
27,64,,22,Grass,Loam Soil,1
19,58,,10,Grass,Loam Soil,1
54,70,,0,Grass,Loam Soil,0
39,69,,12,Grass,Loam Soil,1
18,70,,36,Grass,Loam Soil,1
48,54,,20,Grass,Loam Soil,0
23,64,,25,Grass,Loam Soil,1
36,53,,9,Grass,Loam Soil,0
90,24,,32,Grass,Loam Soil,0
45,58,,30,Grass,Loam Soil,0
83,66,,24,Grass,Loam Soil,0
43,24,,40,Grass,Loam Soil,1
82,53,,38,Grass,Loam Soil,1
13,66,,26,Grass,Loam Soil,1
21,69,,40,Grass,Loam Soil,1
1,46,,10,Grass,Loam Soil,1
2,39,,32,Grass,Loam Soil,1
65,53,,38,Grass,Loam Soil,1
21,41,,7,Grass,Loam Soil,0
84,48,,42,Grass,Loam Soil,0
71,56,,26,Grass,Loam Soil,1
60,41,,14,Grass,Loam Soil,1
2,56,,25,Grass,Loam Soil,0
76,67,,24,Grass,Loam Soil,0
9,64,,13,Grass,Loam Soil,1
26,61,,5,Grass,Loam Soil,0
29,61,,7,Grass,Loam Soil,1
30,43,,37,Grass,Loam Soil,1
40,41,,24,Grass,Loam Soil,0
55,69,,24,Grass,Loam Soil,1
15,42,,42,Grass,Loam Soil,1
61,58,,45,Grass,Loam Soil,0
89,62,,12,Grass,Loam Soil,0
63,63,,39,Grass,Loam Soil,1
20,52,,34,Grass,Loam Soil,1
59,69,,43,Grass,Loam Soil,1
36,52,,18,Grass,Loam Soil,0
20,44,,10,Grass,Loam Soil,1
72,22,,13,Grass,Loam Soil,0
51,55,,9,Grass,Loam Soil,0
75,52,,22,Grass,Loam Soil,1
66,26,,19,Grass,Loam Soil,0
90,68,,14,Grass,Loam Soil,1
13,50,,1,Grass,Loam Soil,1
39,55,,42,Grass,Loam Soil,1
59,36,,43,Grass,Loam Soil,1
45,68,,21,Grass,Loam Soil,1
57,27,,30,Grass,Loam Soil,0
85,68,,22,Grass,Loam Soil,0
9,21,,18,Grass,Loam Soil,1
53,43,,19,Grass,Loam Soil,0
64,60,,14,Grass,Loam Soil,0
87,35,,39,Grass,Loam Soil,0
67,40,,38,Grass,Loam Soil,1
45,28,,13,Grass,Loam Soil,1
62,50,,0,Grass,Loam Soil,0
34,25,,5,Grass,Loam Soil,0
69,62,,25,Grass,Loam Soil,0
44,56,,1,Grass,Loam Soil,0
44,33,,16,Grass,Loam Soil,0
84,58,,15,Grass,Loam Soil,0
17,21,,25,Grass,Loam Soil,1
11,55,,22,Grass,Loam Soil,1
5,57,,1,Grass,Loam Soil,1
74,49,,21,Grass,Loam Soil,0
83,56,,0,Grass,Loam Soil,0
81,42,,27,Grass,Loam Soil,0
70,48,,6,Grass,Loam Soil,0
87,46,,14,Grass,Loam Soil,0
86,68,,3,Grass,Loam Soil,0
51,20,,27,Grass,Loam Soil,1
69,26,,32,Grass,Loam Soil,1
39,66,,37,Grass,Loam Soil,1
77,42,,43,Grass,Loam Soil,1
9,20,,22,Grass,Loam Soil,1
33,53,,45,Grass,Loam Soil,1
20,60,,1,Grass,Loam Soil,1
12,55,,38,Grass,Loam Soil,1
38,36,,1,Grass,Loam Soil,0
85,38,,23,Grass,Loam Soil,0
25,35,,41,Grass,Loam Soil,0
71,27,,16,Grass,Loam Soil,0
62,33,,14,Grass,Loam Soil,1
38,55,,45,Grass,Loam Soil,1
54,43,,4,Grass,Loam Soil,1
15,49,,26,Grass,Loam Soil,1
80,66,,15,Grass,Loam Soil,1
5,24,,22,Grass,Loam Soil,1
66,30,,35,Grass,Loam Soil,0
26,36,,16,Grass,Loam Soil,1
57,31,,35,Grass,Loam Soil,1
13,22,,36,Grass,Loam Soil,0
73,55,,21,Grass,Loam Soil,0
16,25,,44,Grass,Loam Soil,1
7,65,,29,Grass,Loam Soil,1
29,68,,19,Grass,Loam Soil,0
62,62,,3,Grass,Loam Soil,0
79,32,,23,Grass,Loam Soil,0
82,57,,16,Grass,Loam Soil,0
10,45,,29,Grass,Loam Soil,1
47,62,,35,Grass,Loam Soil,1
86,29,,26,Grass,Loam Soil,0
82,46,,38,Grass,Loam Soil,0
46,22,,4,Grass,Loam Soil,0
56,60,,18,Grass,Loam Soil,0
4,31,,9,Grass,Loam Soil,1
21,37,,8,Grass,Loam Soil,0
15,47,,4,Grass,Loam Soil,1
72,54,,35,Grass,Loam Soil,0
26,56,,8,Grass,Loam Soil,0
24,41,,39,Grass,Loam Soil,0
10,59,,25,Grass,Loam Soil,0
8,69,,39,Grass,Loam Soil,1
39,20,,12,Grass,Loam Soil,0
88,66,,29,Grass,Loam Soil,0
58,67,,11,Grass,Loam Soil,1
75,61,,32,Grass,Loam Soil,0
19,66,,20,Grass,Loam Soil,1
76,59,,36,Grass,Loam Soil,0
90,32,,40,Grass,Loam Soil,0
36,29,,22,Grass,Loam Soil,1
81,41,,6,Grass,Loam Soil,0
25,31,,21,Grass,Loam Soil,1
10,28,,27,Grass,Loam Soil,1
68,47,,3,Grass,Loam Soil,0
46,36,,19,Grass,Loam Soil,1
68,60,,17,Grass,Loam Soil,0
78,52,,45,Grass,Loam Soil,0
53,37,,31,Grass,Loam Soil,1
7,28,,15,Grass,Loam Soil,1
89,63,,17,Grass,Loam Soil,0
45,51,,10,Grass,Loam Soil,0
21,49,,42,Grass,Loam Soil,1
50,23,,37,Grass,Loam Soil,1
23,66,,27,Grass,Loam Soil,1
48,59,,35,Grass,Loam Soil,0
20,44,,29,Grass,Loam Soil,1
33,68,,6,Grass,Loam Soil,1
88,20,,43,Grass,Loam Soil,0
83,56,,5,Grass,Loam Soil,0
67,47,,35,Grass,Loam Soil,1
21,28,,32,Grass,Loam Soil,0
71,58,,3,Grass,Loam Soil,0
75,54,,19,Grass,Loam Soil,0
4,55,,24,Grass,Loam Soil,0
75,46,,2,Grass,Loam Soil,0
15,24,,12,Grass,Loam Soil,1
84,35,,0,Grass,Loam Soil,0
8,49,,31,Grass,Loam Soil,0
82,24,,17,Grass,Loam Soil,0
2,20,,28,Grass,Loam Soil,1
89,39,,5,Grass,Loam Soil,0
35,50,,28,Grass,Loam Soil,0
25,50,,14,Grass,Loam Soil,0
30,25,,34,Grass,Loam Soil,0
21,38,,9,Grass,Loam Soil,0
55,40,,4,Grass,Loam Soil,0
12,61,,38,Grass,Loam Soil,1
90,34,,33,Grass,Loam Soil,0
84,26,,38,Grass,Loam Soil,0
9,47,,42,Grass,Loam Soil,1
22,57,,7,Grass,Loam Soil,0
14,58,,24,Grass,Loam Soil,0
28,37,,21,Grass,Loam Soil,1
63,29,,33,Grass,Loam Soil,1
43,58,,14,Grass,Loam Soil,1
5,66,,26,Grass,Loam Soil,1
27,24,,39,Grass,Loam Soil,1
88,51,,3,Grass,Loam Soil,0
53,63,,42,Grass,Loam Soil,1
26,50,,9,Grass,Loam Soil,0
11,70,,30,Grass,Loam Soil,1
77,64,,3,Grass,Loam Soil,1
1,20,,5,Grass,Loam Soil,1
44,36,,3,Grass,Loam Soil,1
63,49,,41,Grass,Loam Soil,1
27,44,,20,Grass,Loam Soil,0
52,41,,8,Grass,Loam Soil,1
55,22,,4,Grass,Loam Soil,0
51,32,,40,Grass,Loam Soil,1
65,65,,3,Grass,Loam Soil,1
67,51,,19,Grass,Loam Soil,0
24,44,,40,Grass,Loam Soil,1
15,70,,10,Grass,Loam Soil,0
13,21,,21,Grass,Loam Soil,1
15,69,,28,Grass,Loam Soil,1
31,28,,41,Grass,Loam Soil,1
17,31,,13,Grass,Loam Soil,1
47,28,,1,Grass,Loam Soil,0
26,39,,40,Grass,Loam Soil,1
86,69,,6,Grass,Loam Soil,1
32,22,,0,Grass,Loam Soil,0
47,53,,4,Grass,Loam Soil,0
60,46,,36,Grass,Loam Soil,0
5,60,,16,Grass,Loam Soil,1
17,53,,14,Grass,Loam Soil,0
20,49,,3,Grass,Loam Soil,1
86,62,,43,Grass,Loam Soil,1
65,65,,14,Grass,Loam Soil,0
70,32,,31,Grass,Loam Soil,0
26,45,,34,Grass,Loam Soil,1
89,58,,31,Grass,Loam Soil,0
60,56,,18,Grass,Loam Soil,0
1,24,,10,Grass,Loam Soil,1
88,50,,4,Grass,Loam Soil,0
61,67,,7,Grass,Loam Soil,1
13,51,,24,Grass,Loam Soil,1
35,24,,18,Grass,Loam Soil,0
86,39,,14,Grass,Loam Soil,0
89,22,,35,Grass,Loam Soil,1
35,52,,4,Grass,Loam Soil,0
16,52,,40,Grass,Loam Soil,0
23,38,,40,Grass,Loam Soil,1
29,20,,9,Grass,Loam Soil,0
18,65,,29,Grass,Loam Soil,1
5,44,,33,Grass,Loam Soil,0
57,38,,25,Grass,Loam Soil,1
28,47,,19,Grass,Loam Soil,1
77,25,,16,Grass,Loam Soil,0
25,43,,19,Grass,Loam Soil,0
49,42,,45,Grass,Loam Soil,1
33,43,,12,Grass,Loam Soil,1
23,48,,42,Grass,Loam Soil,1
26,64,,27,Grass,Loam Soil,1
6,30,,28,Grass,Loam Soil,1
62,28,,42,Grass,Loam Soil,1
82,43,,15,Grass,Loam Soil,0
88,64,,39,Grass,Loam Soil,1
90,50,,22,Grass,Loam Soil,0
7,25,,23,Grass,Loam Soil,1
77,34,,0,Grass,Loam Soil,0
39,58,,8,Grass,Loam Soil,0
88,51,,11,Grass,Loam Soil,0
82,66,,23,Grass,Loam Soil,1
82,61,,13,Grass,Loam Soil,0
39,58,,23,Grass,Loam Soil,0
8,52,,9,Grass,Loam Soil,0
23,23,,19,Grass,Loam Soil,0
42,61,,37,Grass,Loam Soil,1
2,33,,11,Grass,Loam Soil,1
84,60,,16,Grass,Loam Soil,0
39,43,,2,Grass,Loam Soil,0
13,44,,37,Grass,Loam Soil,1
8,21,,16,Grass,Loam Soil,1
58,31,,42,Grass,Loam Soil,1
86,52,,16,Grass,Loam Soil,0
63,46,,21,Grass,Loam Soil,1
9,55,,4,Grass,Loam Soil,1
1,45,,38,Grass,Loam Soil,1
26,41,,36,Grass,Loam Soil,1
81,38,,42,Grass,Loam Soil,1
17,52,,21,Grass,Loam Soil,1
26,51,,7,Grass,Loam Soil,0
44,40,,25,Grass,Loam Soil,1
21,55,,37,Grass,Loam Soil,1
51,30,,18,Grass,Loam Soil,0
56,37,,44,Grass,Loam Soil,0
82,43,,25,Grass,Loam Soil,1
68,37,,17,Grass,Loam Soil,0
81,23,,36,Grass,Loam Soil,0
33,24,,28,Grass,Loam Soil,1
2,55,,40,Grass,Loam Soil,1
8,63,,41,Grass,Loam Soil,0
61,42,,30,Grass,Loam Soil,0
47,29,,0,Grass,Loam Soil,0
50,50,,41,Grass,Loam Soil,1
53,25,,45,Grass,Loam Soil,1
41,48,,43,Grass,Loam Soil,1
64,58,,2,Grass,Loam Soil,0
54,57,,35,Grass,Loam Soil,0
48,51,,11,Grass,Loam Soil,0
27,53,,3,Grass,Loam Soil,0
75,41,,20,Grass,Loam Soil,1
7,64,,27,Grass,Loam Soil,1
19,45,,17,Grass,Loam Soil,1
23,44,,11,Grass,Loam Soil,0
47,70,,15,Grass,Loam Soil,1
9,37,,36,Grass,Loam Soil,1
10,42,,29,Grass,Loam Soil,1
7,32,,11,Grass,Loam Soil,1
1,39,,37,Grass,Loam Soil,1
34,44,,12,Grass,Loam Soil,1
6,49,,33,Grass,Loam Soil,0
81,67,,26,Grass,Loam Soil,1
78,49,,2,Grass,Loam Soil,0
3,36,,9,Grass,Loam Soil,0
50,63,,20,Grass,Loam Soil,1
51,50,,25,Grass,Loam Soil,0
67,34,,17,Grass,Loam Soil,0
3,34,,0,Grass,Loam Soil,1
3,47,,27,Grass,Loam Soil,1
29,64,,39,Grass,Loam Soil,1
36,54,,7,Grass,Loam Soil,0
23,32,,0,Grass,Loam Soil,0
38,66,,43,Grass,Loam Soil,1
86,23,,44,Grass,Loam Soil,0
78,69,,32,Grass,Loam Soil,1
50,33,,32,Grass,Loam Soil,0
75,70,,35,Grass,Loam Soil,1
45,40,,8,Grass,Loam Soil,0
53,33,,28,Grass,Loam Soil,1
18,56,,20,Grass,Loam Soil,0
84,60,,39,Grass,Loam Soil,0
31,20,,45,Grass,Loam Soil,1
45,47,,21,Grass,Loam Soil,1
62,23,,2,Grass,Loam Soil,0
65,61,,30,Grass,Loam Soil,1
9,30,,17,Grass,Loam Soil,1
83,35,,43,Grass,Loam Soil,1
64,38,,6,Grass,Loam Soil,0
67,27,,45,Grass,Loam Soil,1
76,56,,6,Grass,Loam Soil,0
19,61,,0,Grass,Loam Soil,0
66,46,,7,Grass,Loam Soil,0
88,20,,36,Grass,Loam Soil,0
3,50,,20,Grass,Loam Soil,1
49,43,,26,Grass,Loam Soil,1
49,33,,36,Grass,Loam Soil,0
64,21,,40,Grass,Loam Soil,0
39,53,,13,Grass,Loam Soil,0
49,37,,20,Grass,Loam Soil,1
63,21,,19,Grass,Loam Soil,0
